97,wikidataId/Q208296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12457.0,,,Cromer,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q208296,wikidataId/Q208296,GBR,United Kingdom
98,wikidataId/Q209096,,,,,,,,,,,,,,,,,,,,,73021.0,,,,,,,,,,,,,82002.0,,,Burnley,72.33333333333333,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q209096,wikidataId/Q209096,GBR,United Kingdom
99,wikidataId/Q210985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115369.0,,,Chelmsford,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q210985,wikidataId/Q210985,GBR,United Kingdom
100,wikidataId/Q2117331,,,,,,,,,,,,,,,,,,,,,,,,,,95580.0,,,,,,,,,,,Rayleigh,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2117331,wikidataId/Q2117331,GBR,United Kingdom
101,wikidataId/Q211950,,,,,,,,,,,,,,,,,,,,,,,,,,,,50380.0,,,,,,,,,Dunfermline,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q211950,wikidataId/Q211950,GBR,United Kingdom
102,wikidataId/Q212826,,,,,,,,,,,,,,,,,,,,146386.0,,,,,,,,,,,,,,,,,West Bromwich,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q212826,wikidataId/Q212826,GBR,United Kingdom
103,wikidataId/Q213154,,,,,,,,,,,,,,,,,,,,,,,,,12250.0,,,,,,,,,,,,Aberystwyth,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213154,wikidataId/Q213154,GBR,United Kingdom
104,wikidataId/Q213180,,,,,,,,,,,,,,,,,,,,,,,,,,107627.0,,,,,,,,,,,Maidstone,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213180,wikidataId/Q213180,GBR,United Kingdom
105,wikidataId/Q213181,,,,,,,,,,,,,,,,,,,,,,,,,,92363.0,,,,,,,,,,,Darlington,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213181,wikidataId/Q213181,GBR,United Kingdom
106,wikidataId/Q213465,,,,,,,,,,,,,,,,,,,,,,,,,,77057.0,,,,,,,,,,,Guildford,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213465,wikidataId/Q213465,GBR,United Kingdom
107,wikidataId/Q213474,,,,4907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83407.0,,,Aylesbury,72.33333333333333,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213474,wikidataId/Q213474,GBR,United Kingdom
108,wikidataId/Q2148571,,,,,,,,,,,,,,,,,,,,,,,,,,10860.0,,,,,,,,,,,Soham,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2148571,wikidataId/Q2148571,GBR,United Kingdom
109,wikidataId/Q215829,,,,,,,,,,,,,,,,,,,,,,,,,,73576.0,,,,,,,,,,,Harrogate,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q215829,wikidataId/Q215829,GBR,United Kingdom
110,wikidataId/Q216638,,,,,,,,,,,,,,,,,,,,,,,,,,99251.0,,,,,,,,,,,Wakefield,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q216638,wikidataId/Q216638,GBR,United Kingdom
111,wikidataId/Q217039,,,,,,,,,,,,,,,,,,,,,,,,,,109691.0,,,,,,,,,,,Rotherham,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q217039,wikidataId/Q217039,GBR,United Kingdom
112,wikidataId/Q2194010,,,,,,,,,,,,,,,,,,,,,,,,,,18041.0,,,,,,,,,,,Sunbury-on-Thames,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2194010,wikidataId/Q2194010,GBR,United Kingdom
113,wikidataId/Q2247131,,,,,,,,,,,,,,,,,,,,,7095.0,,,,,,,,,,,,,,,,Bollington,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2247131,wikidataId/Q2247131,GBR,United Kingdom
114,wikidataId/Q2283481,,,,,,,,,,,,,,,,,,,,,,,,,,2845.0,,,,,,,,,,,Thaxted,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2283481,wikidataId/Q2283481,GBR,United Kingdom
115,wikidataId/Q22889,,,,,,,,,,,,,,,,,,,,,,,,,,94782.0,,,,,,,,,,,Bath,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q22889,wikidataId/Q22889,GBR,United Kingdom
116,wikidataId/Q23051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245500.0,,Swansea,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q23051,wikidataId/Q23051,GBR,United Kingdom
117,wikidataId/Q2316216,,,,,,,,,,,,,,,,,,,,,4375.0,,,,,,,,,,,,,,,,Chirk,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2316216,wikidataId/Q2316216,GBR,United Kingdom
118,wikidataId/Q237250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27027.0,,,Thetford,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q237250,wikidataId/Q237250,GBR,United Kingdom
119,wikidataId/Q2396339,,,,,,,,,,,,,,,,,,,,,6819.0,,,,,,,,,,,,,,,,Watton,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2396339,wikidataId/Q2396339,GBR,United Kingdom
120,wikidataId/Q2449644,,,,,,,,,,,,,,,,,,,,,,,,,,16826.0,,,,,,,,,,,Haslemere,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2449644,wikidataId/Q2449644,GBR,United Kingdom
121,wikidataId/Q2463831,,,,,,,,,,,,,,,,,,,,,,,,,,25695.0,,,,,,,,,,,Coulsdon,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2463831,wikidataId/Q2463831,GBR,United Kingdom
122,wikidataId/Q246632,,,,,,,,,,,,,,,,,,,,,,,,,,11803.0,,,,,,,,,,,Oswaldtwistle,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q246632,wikidataId/Q246632,GBR,United Kingdom
123,wikidataId/Q246884,,,,,,,,,,,,,,,,,,,,,15988.0,,,,,,,,,,,,,,,,Lewes,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q246884,wikidataId/Q246884,GBR,United Kingdom
124,wikidataId/Q2472406,,,,,,,,,,,,,,,,,,,,,,,,,,5411.0,,,,,,,,,,,Ammanford,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2472406,wikidataId/Q2472406,GBR,United Kingdom
125,wikidataId/Q2569086,,,,,,,,,,,,,,,,,,,,,,,,,,12291.0,,,,,,,,,,,New Mills,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2569086,wikidataId/Q2569086,GBR,United Kingdom
126,wikidataId/Q2569107,,,,,,,,,,,,,,,,,,,,,,,,,,9252.0,,,,,,,,,,,Towcester,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2569107,wikidataId/Q2569107,GBR,United Kingdom
127,wikidataId/Q2598,,,,,,,,,,,,,,,,,,,,,,,,,,90301.0,,,,,,,,,,,Watford,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2598,wikidataId/Q2598,GBR,United Kingdom
128,wikidataId/Q263497,,,,,,,,,,,,,,,,,,,,,,,,,,5735.0,,,,,,,,,,,Oundle,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q263497,wikidataId/Q263497,GBR,United Kingdom
129,wikidataId/Q2684024,,,,,,,,,,,,,,,,,,,,,,,,,,11380.0,,,,,,,,,,,Buckhurst Hill,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2684024,wikidataId/Q2684024,GBR,United Kingdom
130,wikidataId/Q2701121,,,,,,,,,,,,,,,,,,,,,,,,,,825.0,,,,,,,,,,,Middleham,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2701121,wikidataId/Q2701121,GBR,United Kingdom
131,wikidataId/Q2734841,,,,,,,,,,,,,,,,,,,,,,,,,,16856.0,,,,,,,,,,,Maltby,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2734841,wikidataId/Q2734841,GBR,United Kingdom
132,wikidataId/Q276274,,,,,,,,,,,,,,,,,,,,,,,,,,12492.0,,,,,,,,,,,Wolverton,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q276274,wikidataId/Q276274,GBR,United Kingdom
133,wikidataId/Q279000,,,,,,,,,,,,,,,,,,,,,,,,,,75337.0,,,,,,,,,,,South Shields,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q279000,wikidataId/Q279000,GBR,United Kingdom
134,wikidataId/Q29245,,,,,,,,,,,,,,,,,,,,,,,,,,91053.0,,,,,,,,,,,Hastings,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q29245,wikidataId/Q29245,GBR,United Kingdom
135,wikidataId/Q29303,,,,,,,,,,,,,,,,,,,,,46490.0,,,,,54880.0,,,,,,,,,,,Canterbury,72.33333333333333,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q29303,wikidataId/Q29303,GBR,United Kingdom
136,wikidataId/Q2930793,,,,,,,,,,,,,,,,,,,,,3190.0,,,,,,,,,,,,,,,,Porthleven,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2930793,wikidataId/Q2930793,GBR,United Kingdom
137,wikidataId/Q3050619,,,,,,,,,,,,,,,,,,,,,,,,,,8886.0,,,,,,,,,,,Holywell,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q3050619,wikidataId/Q3050619,GBR,United Kingdom
138,wikidataId/Q305076,,,,,,,,,,,,,,,,,,,,,,,,,,23689.0,,,,,,,,,,,Droylsden,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q305076,wikidataId/Q305076,GBR,United Kingdom
139,wikidataId/Q30970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,,,Jamestown,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q30970,wikidataId/Q30970,GBR,United Kingdom
140,wikidataId/Q319566,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.0,,,,,,,,,Aberfeldy,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q319566,wikidataId/Q319566,GBR,United Kingdom
141,wikidataId/Q321381,,,,,,,,,,,,,,,,,,,,,,,,,,33130.0,,,,,,,,,,,Abingdon-on-Thames,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q321381,wikidataId/Q321381,GBR,United Kingdom
142,wikidataId/Q36405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222793.0,,,,,,Aberdeen,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q36405,wikidataId/Q36405,GBR,United Kingdom
143,wikidataId/Q375314,,,,,,,,,,,,,,,,,,,,,,,,,,51337.0,,,,,,,,,,,Folkestone,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q375314,wikidataId/Q375314,GBR,United Kingdom
144,wikidataId/Q3778940,,,,,,,,,,,,,,,,,,,,,3767.0,,,,,,,,,,,,,,,,Macduff,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q3778940,wikidataId/Q3778940,GBR,United Kingdom
145,wikidataId/Q39480,,,,,,,,,,,,,,,,,,,,,15640.0,,,,,,,,,,,,,,,,Porthcawl,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q39480,wikidataId/Q39480,GBR,United Kingdom
146,wikidataId/Q407183,,,,,,,,,,,,,,,,,,,,,,,,,,14294.0,,,,,,,,,,,Hawick,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q407183,wikidataId/Q407183,GBR,United Kingdom
147,wikidataId/Q4131,,,,,,,,,,,,,,,,,,,,,,,,,,53188.0,,,,,,,,,,,Hamilton,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q4131,wikidataId/Q4131,GBR,United Kingdom
148,wikidataId/Q428829,,,,,,,,,,,,,,,,,,,,,,,,,,9615.0,,,,,,,,,,,Caernarfon,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q428829,wikidataId/Q428829,GBR,United Kingdom
149,wikidataId/Q445058,,,,,,,,,,,,,,,,,,,,,,,,,,52419.0,,,,,,,,,,,Altrincham,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q445058,wikidataId/Q445058,GBR,United Kingdom
150,wikidataId/Q464955,3361.0,,,,,6734.0,,,,,,,,,,,,,,,26885.0,,,,,,,,,,,,,,,,Windsor,54.25,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q464955,wikidataId/Q464955,GBR,United Kingdom
151,wikidataId/Q474605,,,,,,,,,,,,,,,,,,,,,,,,,,107926.0,,,,,,,,110194.0,,,Rochdale,72.33333333333333,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q474605,wikidataId/Q474605,GBR,United Kingdom
152,wikidataId/Q47822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78729.0,,,Bury,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q47822,wikidataId/Q47822,GBR,United Kingdom
153,wikidataId/Q47952,,,,,,,,,,,,,,,,,,,,,,,,,,103886.0,,,,,,,,,,,Salford,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q47952,wikidataId/Q47952,GBR,United Kingdom
154,wikidataId/Q503331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20135.0,,,Dorchester,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q503331,wikidataId/Q503331,GBR,United Kingdom
155,wikidataId/Q504530,,,,,,,,,,,,,,,,,,,,,,,,,,67594.0,,,,,,,,,,,Walsall,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q504530,wikidataId/Q504530,GBR,United Kingdom
156,wikidataId/Q507125,,,,,,,,,,,,,,,,,,,,,20214.0,,,,,,,,,,,,,,,,Yateley,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q507125,wikidataId/Q507125,GBR,United Kingdom
157,wikidataId/Q525508,,,,,,,,,,,,,,,,,,,,,,,,,,62945.0,,,,,,,,,,,Dewsbury,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q525508,wikidataId/Q525508,GBR,United Kingdom
158,wikidataId/Q526576,,,,,,,,,,,,,,,,,,,,,,8721.0,,,,,,,,,,,,,,,Thurso,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q526576,wikidataId/Q526576,GBR,United Kingdom
159,wikidataId/Q531311,,,,,,,,,,,,,,,,,,,,,,,,,,14749.0,,,,,,,,,,,Teignmouth,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q531311,wikidataId/Q531311,GBR,United Kingdom
160,wikidataId/Q535233,,,,,,,,,,,,,,,,,,,,,6418.0,,,,,,,,,,,,,,,,Wimborne Minster,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q535233,wikidataId/Q535233,GBR,United Kingdom
161,wikidataId/Q537323,,,,,,,,,,,,,,,,,,,,,,,,,,59932.0,,,,,,,,,,,Loughborough,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q537323,wikidataId/Q537323,GBR,United Kingdom
162,wikidataId/Q537692,,,,,,,,,,,,,,,,,,,,,,,,,,59495.0,,,,,,,,,,,Filton,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q537692,wikidataId/Q537692,GBR,United Kingdom
163,wikidataId/Q54212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96082.0,,,Barnsley,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q54212,wikidataId/Q54212,GBR,United Kingdom
164,wikidataId/Q546635,,,,,,,,,,,,,,,,,,,,,,,,,,55733.0,,,,,,,,,,,Royal Leamington Spa,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q546635,wikidataId/Q546635,GBR,United Kingdom
165,wikidataId/Q547071,,,,,,,,,,,,,,,,,,,,,,,,,,65034.0,,,,,,,,,,,Farnborough,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q547071,wikidataId/Q547071,GBR,United Kingdom
166,wikidataId/Q58270,,,,,,,,,,,,,,,,,,,,,14744.0,,,,,,,,,,,,,,,,Banbridge,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q58270,wikidataId/Q58270,GBR,United Kingdom
167,wikidataId/Q586895,,,,,,,,,,,,,,,,,,,,,9350.0,,,,,,,,,,,,,,,,Sherborne,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q586895,wikidataId/Q586895,GBR,United Kingdom
168,wikidataId/Q610238,,,,,,,,,,,,,,,,,,,,,,,,,,104157.0,,,,,,,,,,,Gillingham,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q610238,wikidataId/Q610238,GBR,United Kingdom
169,wikidataId/Q617799,,,,,,,,,,,,,,,,,,,,,,,,,,51429.0,,,,,,,,,,,Willenhall,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q617799,wikidataId/Q617799,GBR,United Kingdom
170,wikidataId/Q623765,,,,,,,,,,,,,,,,,,,,,,,,,,70627.0,,,,,,,,,,,Rugby,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q623765,wikidataId/Q623765,GBR,United Kingdom
171,wikidataId/Q631444,,,,,,,,,,,,,,,,,3372.0,3980.0,3940.0,6180.0,6680.0,,,,,7314.0,,,,,,,,,,,Shaftesbury,31.0,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q631444,wikidataId/Q631444,GBR,United Kingdom
172,wikidataId/Q632993,,,,,,,,,,,,,,,,,,,,,1671.0,,,,,,,,,,,,,,,,Melrose,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q632993,wikidataId/Q632993,GBR,United Kingdom
173,wikidataId/Q637482,,,,,,,,,,,,,,,,,,,,,,,,,,50904.0,,,,,,,,,,,Esher,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q637482,wikidataId/Q637482,GBR,United Kingdom
174,wikidataId/Q646225,,,,,,,,,,,,,,,,,,,,,62796.0,,,,,,,,,,,,,,,,Woking,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q646225,wikidataId/Q646225,GBR,United Kingdom
175,wikidataId/Q648810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73241.0,,,Crewe,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q648810,wikidataId/Q648810,GBR,United Kingdom
176,wikidataId/Q6497774,,,,,,,,,,,,,,,,,,,,,,,,,,49404.0,,,,,,,,,,,Bridgend,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q6497774,wikidataId/Q6497774,GBR,United Kingdom
177,wikidataId/Q652035,,,,,,,,,,,,,,,,,,,,,,,,,,32914.0,,,,,,,,,,,Dumfries,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q652035,wikidataId/Q652035,GBR,United Kingdom
178,wikidataId/Q654226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74411.0,,,,,,,,East Kilbride,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q654226,wikidataId/Q654226,GBR,United Kingdom
179,wikidataId/Q659803,,,,,,,,,,,,,,,,,,,,,,,,,,45198.0,,,,,,,,,,,Ashton-under-Lyne,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q659803,wikidataId/Q659803,GBR,United Kingdom
180,wikidataId/Q661707,,,,,,,,,,,,,,,,,,,,,,,,,,63298.0,,,,,,,,,,,Stourbridge,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q661707,wikidataId/Q661707,GBR,United Kingdom
181,wikidataId/Q665489,,,,,,,,,,,,,,,,,,,,,,,,,,57772.0,,,,,,,,,,,Royal Tunbridge Wells,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q665489,wikidataId/Q665489,GBR,United Kingdom
182,wikidataId/Q668262,,,,,,,,,,,,,,,,,,,,,11018.0,,,,,,,,,,,,,,,,Tavistock,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q668262,wikidataId/Q668262,GBR,United Kingdom
183,wikidataId/Q671348,,,,,,,,,,,,,,,,,,,,,,,,,,109120.0,,,,,,,,,,,Worthing,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q671348,wikidataId/Q671348,GBR,United Kingdom
184,wikidataId/Q685640,,,,,,,,,,,,,,,,,,,,,,,,,,23732.0,,,,,,,,,,,Huntingdon,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q685640,wikidataId/Q685640,GBR,United Kingdom
185,wikidataId/Q716658,,,,2803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arundel,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q716658,wikidataId/Q716658,GBR,United Kingdom
186,wikidataId/Q724182,,,,,,,,,,,,,,,,,,,,,,,,,,11226.0,,,,,,,,,,,St Ives,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q724182,wikidataId/Q724182,GBR,United Kingdom
187,wikidataId/Q725261,,,,,,,,,,,,,,,,,,,,,,,,,,67528.0,,,,,,,,,,,Ashford,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q725261,wikidataId/Q725261,GBR,United Kingdom
188,wikidataId/Q729006,,,,,,,,,,,,,,,,,,,,,,,,,,76792.0,,,,,,,,,,,Chatham,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q729006,wikidataId/Q729006,GBR,United Kingdom
189,wikidataId/Q736439,,,,,,,,,,,,,,,,,,,,,,,,,,40408.0,,,,,,,,,,,Ramsgate,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q736439,wikidataId/Q736439,GBR,United Kingdom
190,wikidataId/Q736742,,,,,,,,,,,,,,,,,,,,,,,,,92765.0,,,,,,,,,,,,Wimbledon,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q736742,wikidataId/Q736742,GBR,United Kingdom
191,wikidataId/Q743521,,,,,,,,,,,,,,,,,,,,,,,,,,61749.0,,,,,,,,,,,Scarborough,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q743521,wikidataId/Q743521,GBR,United Kingdom
192,wikidataId/Q746718,,,,,,,,,,,,,,,,,,,,,,,,,,142968.0,,,,,,,,,,,Birkenhead,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q746718,wikidataId/Q746718,GBR,United Kingdom
193,wikidataId/Q752762,,,,,,,,,,,,,,,,,,,,,,,,,,63546.0,,,,,,,,,,,Merthyr Tydfil,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q752762,wikidataId/Q752762,GBR,United Kingdom
194,wikidataId/Q780923,,,,,,,,,,,,,,,,,,,,,,,,,,60284.0,,,,,,,,,,,Wallasey,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q780923,wikidataId/Q780923,GBR,United Kingdom
195,wikidataId/Q783210,,,,,,,,,,,,,,,,,,,,,,,,,,77256.0,,,,,,,,,,,Bracknell,108.5,{1801:2018},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q783210,wikidataId/Q783210,GBR,United Kingdom
