,place,2001,2005,2008,2010,2011,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,County/State_name,sample_frequency,timestamps,name,units,url,domain,aug_id,original_id,country_code,country_name
112,wikidataId/Q186040,,,,,55890.0,,,,,,,,,,,,Ayodhya,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q186040,wikidataId/Q186040,IND,India
113,wikidataId/Q186182,,,,,,,,,,53543.0,,,,,,,Dharamshala,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q186182,wikidataId/Q186182,IND,India
114,wikidataId/Q1920249,,,,,208344.0,,,,,,,,,,,,Ongole,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1920249,wikidataId/Q1920249,IND,India
115,wikidataId/Q1922248,,,,,171109.0,,,,,,,,,,,,Navsari,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1922248,wikidataId/Q1922248,IND,India
116,wikidataId/Q1922275,,,,,141468.0,,,,,,,,,,,,Mandsaur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1922275,wikidataId/Q1922275,IND,India
117,wikidataId/Q1922283,,,,,184991.0,,,,,,,,,,,,Mehsana,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1922283,wikidataId/Q1922283,IND,India
118,wikidataId/Q1924998,,,,,98519.0,,,,,,,,,,,,Mahuva,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1924998,wikidataId/Q1924998,IND,India
119,wikidataId/Q1925363,,,,,28495.0,,,,,,,,,,,,Pardi,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1925363,wikidataId/Q1925363,IND,India
120,wikidataId/Q1929712,,,,,164937.0,,,,,,,,,,,,Tenali,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1929712,wikidataId/Q1929712,IND,India
121,wikidataId/Q1936947,,,,,40590.0,,,,,,,,,,,,Pilani,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1936947,wikidataId/Q1936947,IND,India
122,wikidataId/Q1938135,,,,,91366.0,,,,,,,,,,,,Udhampur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1938135,wikidataId/Q1938135,IND,India
123,wikidataId/Q1939468,,,,,43739.0,,,,,,,,,,,,Paravur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1939468,wikidataId/Q1939468,IND,India
124,wikidataId/Q1945121,,,,,104216.0,,,,,,,,,,,,Palakollu,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1945121,wikidataId/Q1945121,IND,India
125,wikidataId/Q1945739,,,,,54092.0,,,,,,,,,,,,Puttur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1945739,wikidataId/Q1945739,IND,India
126,wikidataId/Q1948238,,,,,121874.0,,,,,,,,,,,,Dharmavaram,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1948238,wikidataId/Q1948238,IND,India
127,wikidataId/Q1949030,,,,,137386.0,,,,,,,,,,,,Bankura,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1949030,wikidataId/Q1949030,IND,India
128,wikidataId/Q1949125,,,,,107341.0,,,,,,,,,,,,Jalpaiguri,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1949125,wikidataId/Q1949125,IND,India
129,wikidataId/Q1949375,,,,,107076.0,,,,,,,,,,,,Kishanganj,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1949375,wikidataId/Q1949375,IND,India
130,wikidataId/Q1949403,,,,,147126.0,,,,,,,,,,,,Hajipur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1949403,wikidataId/Q1949403,IND,India
131,wikidataId/Q1949410,,,,,147425.0,,,,,,,,,,,,Sasaram,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1949410,wikidataId/Q1949410,IND,India
132,wikidataId/Q1949422,,,,,156540.0,,,,,,,,,,,,Saharsa,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1949422,wikidataId/Q1949422,IND,India
133,wikidataId/Q1949850,,,,,165328.0,,,,,,,,,,,,Nalgonda,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1949850,wikidataId/Q1949850,IND,India
134,wikidataId/Q1964842,,,,,50789.0,,,,,,,,,,,,Vyara,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1964842,wikidataId/Q1964842,IND,India
135,wikidataId/Q1981902,16113.0,,,,,,,,,,,,,,,,Jalalabad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1981902,wikidataId/Q1981902,IND,India
136,wikidataId/Q1981913,,,,,27921.0,,,,,,,,,,,,Jalalabad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q1981913,wikidataId/Q1981913,IND,India
137,wikidataId/Q19881964,,,,,103000.0,,,,,,,,,,,,Amaravati,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q19881964,wikidataId/Q19881964,IND,India
138,wikidataId/Q19894359,,,,,13548.0,,,,,,,,,,,,Nagarukhra,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q19894359,wikidataId/Q19894359,IND,India
139,wikidataId/Q199605,,,,,1116267.0,,,,,,,,,,,,Guwahati,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q199605,wikidataId/Q199605,IND,India
140,wikidataId/Q200016,,,,,1728128.0,,,,,,,,,,,,Visakhapatnam,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200016,wikidataId/Q200016,IND,India
141,wikidataId/Q200017,,,,,1021806.0,,,,,,,,,,,,Vijayawada,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200017,wikidataId/Q200017,IND,India
142,wikidataId/Q200119,,,,,515215.0,,,,,,,,,,,,Ujjain,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200119,wikidataId/Q200119,IND,India
143,wikidataId/Q200123,,,,,1618879.0,,,,,,,,,,,,Ludhiana,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200123,wikidataId/Q200123,IND,India
144,wikidataId/Q200237,,,,,,,,,,,1571434.0,,,,,,Meerut,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200237,wikidataId/Q200237,IND,India
145,wikidataId/Q200311,,,,,441894.0,,,,,,,,,,,,Mathura,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200311,wikidataId/Q200311,IND,India
146,wikidataId/Q200340,,,,,451100.0,,,,,,,,,,,,Udaipur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200340,wikidataId/Q200340,IND,India
147,wikidataId/Q2006496,,,,,43881.0,,,,,,,,,,,,Wankaner,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2006496,wikidataId/Q2006496,IND,India
148,wikidataId/Q200663,,,,,1404653.0,,,,,,,,,,,,Faridabad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200663,wikidataId/Q200663,IND,India
149,wikidataId/Q200713,,,,,1175116.0,,,,,,,,,,,,Aurangabad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200713,wikidataId/Q200713,IND,India
150,wikidataId/Q200718,,,,,644406.0,,,,,,,,,,,,Bikaner,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200718,wikidataId/Q200718,IND,India
151,wikidataId/Q2007967,25081.0,,,,,,,,,,,,,,,,Jafarabad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2007967,wikidataId/Q2007967,IND,India
152,wikidataId/Q2008051,7800.0,,,,,,,,,,,,,,,,Jaithari,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2008051,wikidataId/Q2008051,IND,India
153,wikidataId/Q2008063,,,,,25892.0,,,,,,,,,,,,Jam Jodhpur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2008063,wikidataId/Q2008063,IND,India
154,wikidataId/Q2008189,,,,,365253.0,,,,,,,,,,,,Korba,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2008189,wikidataId/Q2008189,IND,India
155,wikidataId/Q200878,,,,,1267564.0,,,,,,,,,,,,Jabalpur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q200878,wikidataId/Q200878,IND,India
156,wikidataId/Q20099772,,,,,,,,,,288506.0,,,,,,,Hugli-Chinsurah,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q20099772,wikidataId/Q20099772,IND,India
157,wikidataId/Q2010440,,,,,46069.0,,,,,,,,,,,,Jammalamadugu,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2010440,wikidataId/Q2010440,IND,India
158,wikidataId/Q2013180,16246.0,,,,,,,,,,,,,,,,Jalalpore,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2013180,wikidataId/Q2013180,IND,India
159,wikidataId/Q2013301,,,,,,,,,,,,,,50000.0,,,Jambusar,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2013301,wikidataId/Q2013301,IND,India
160,wikidataId/Q2016650,,,,,103930.0,,,,,,,,,,,,Jagtial,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2016650,wikidataId/Q2016650,IND,India
161,wikidataId/Q2016760,31112.0,,,,,,,,,,,,,,,,Jalalabad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2016760,wikidataId/Q2016760,IND,India
162,wikidataId/Q202139,,,,,1156387.0,,,,,,,,,,,,Asansol,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q202139,wikidataId/Q202139,IND,India
163,wikidataId/Q203476,,,,,140572.0,,,,,,,,,,,,Port Blair,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q203476,wikidataId/Q203476,IND,India
164,wikidataId/Q2035284,,,,,151774.0,,,,,,,,,,,,Santipur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2035284,wikidataId/Q2035284,IND,India
165,wikidataId/Q2068178,32076.0,,,,,,,,,,,,,,,,Radhanpur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2068178,wikidataId/Q2068178,IND,India
166,wikidataId/Q207098,,,,,1729000.0,,,,,,,,,,,,Ghaziabad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q207098,wikidataId/Q207098,IND,India
167,wikidataId/Q20767736,,,,,3486.0,,,,,,,,,,,,Atul,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q20767736,wikidataId/Q20767736,IND,India
168,wikidataId/Q207749,,,,,1886941.0,,,,,,,,,,,,Thane,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q207749,wikidataId/Q207749,IND,India
169,wikidataId/Q207752,,,,,143229.0,,,,,,,,,,,,Shillong,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q207752,wikidataId/Q207752,IND,India
170,wikidataId/Q207754,,,,,916857.0,,,,,,,,,,,,Trichy,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q207754,wikidataId/Q207754,IND,India
171,wikidataId/Q207799,,,,,201026.0,,,,,,,,,,,,Puri,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q207799,wikidataId/Q207799,IND,India
172,wikidataId/Q208000,,,,,15172.0,,,,,,,,,,,,Mahabalipuram (town),10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q208000,wikidataId/Q208000,IND,India
173,wikidataId/Q208097,,,,,,,,,,,4.0,,,,,,Imphal,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q208097,wikidataId/Q208097,IND,India
174,wikidataId/Q208162,,,,,,,,,,,,,,,763280.0,,Patiala,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q208162,wikidataId/Q208162,IND,India
175,wikidataId/Q2082443,41404.0,,,,,,,,,,,,,,,,Kendrapara,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2082443,wikidataId/Q2082443,IND,India
176,wikidataId/Q2087583,,,,,111000.0,,,,,,,,,,,,Nandurbar,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2087583,wikidataId/Q2087583,IND,India
177,wikidataId/Q2087713,,,,,194947.0,,,,,,,,,,,,Morbi,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2087713,wikidataId/Q2087713,IND,India
178,wikidataId/Q2087729,,,,,88433.0,,,,,,,,,,,,Nirmal,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2087729,wikidataId/Q2087729,IND,India
179,wikidataId/Q2088474,,,,,129576.0,,,,,,,,,,,,Kanchrapara,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2088474,wikidataId/Q2088474,IND,India
180,wikidataId/Q209698,,,,,789236.0,,,,,,,,,,,,Kolhapur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q209698,wikidataId/Q209698,IND,India
181,wikidataId/Q211030,,,,,14816.0,,,,,,,,,,,,Cherrapunji,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q211030,wikidataId/Q211030,IND,India
182,wikidataId/Q2120093,,,,,100000.0,,,,,,,,,,,,Khambhalia,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2120093,wikidataId/Q2120093,IND,India
183,wikidataId/Q2120110,,,,,108496.0,,,,,,,,,,,,Khardaha,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2120110,wikidataId/Q2120110,IND,India
184,wikidataId/Q2120436,29044.0,,,,,,,,,,,,,,,,Khandela,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2120436,wikidataId/Q2120436,IND,India
185,wikidataId/Q2120445,8606.0,,,,,,,,,,,,,,,,Kharod,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2120445,wikidataId/Q2120445,IND,India
186,wikidataId/Q213014,,,,,537137.0,,,,,,,,,,,,Akola,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213014,wikidataId/Q213014,IND,India
187,wikidataId/Q213026,,,,,903668.0,,,,,,,,,,,,Bareilly,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213026,wikidataId/Q213026,IND,India
188,wikidataId/Q213248,,,,,473637.0,,,,,,,,,,,,Tirunelveli,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q213248,wikidataId/Q213248,IND,India
189,wikidataId/Q2138686,,,,,90099.0,,,,,,,,,,,,Kavali,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2138686,wikidataId/Q2138686,IND,India
190,wikidataId/Q214681,,,,,40017.0,,,,,,,,,,,,Panjim,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q214681,wikidataId/Q214681,IND,India
191,wikidataId/Q21857966,,,,,3950.0,,,,,,,,,,,,Borawal,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q21857966,wikidataId/Q21857966,IND,India
192,wikidataId/Q222267,,,,,,,29761.0,,,,,,,,,,Kanyakumari,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q222267,wikidataId/Q222267,IND,India
193,wikidataId/Q2228906,,,,,41530.0,,,,,,,,,,,,Sanand,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2228906,wikidataId/Q2228906,IND,India
194,wikidataId/Q2230683,,,,,196127.0,,,,,,,,,,,,Madhyamgram,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2230683,wikidataId/Q2230683,IND,India
195,wikidataId/Q2232119,10150.0,,,,,,,,,,,,,,,,Kilkunda,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2232119,wikidataId/Q2232119,IND,India
196,wikidataId/Q2233469,30769.0,,,,,,,,,,,,,,,,Mahemdavad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2233469,wikidataId/Q2233469,IND,India
197,wikidataId/Q2234098,,,,,135066.0,,,,,,,,,,,,Siwan,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2234098,wikidataId/Q2234098,IND,India
198,wikidataId/Q2234238,6510.0,,,,,,,,,,,,,,,,Malpur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2234238,wikidataId/Q2234238,IND,India
199,wikidataId/Q2234286,,,,,25558.0,,,,,,,,,,,,Vijapur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2234286,wikidataId/Q2234286,IND,India
200,wikidataId/Q2235626,,,,,130348.0,,,,,,,,,,,,Tadepalligudem,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2235626,wikidataId/Q2235626,IND,India
201,wikidataId/Q2235664,,,,,39667.0,,,,,,,,,,,,Kovvur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2235664,wikidataId/Q2235664,IND,India
202,wikidataId/Q2236264,20143.0,,,,,,,,,,,,,,,,Kheralu,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2236264,wikidataId/Q2236264,IND,India
203,wikidataId/Q2238988,,,,,79819.0,,,,,,,,,,,,Kothagudem,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2238988,wikidataId/Q2238988,IND,India
204,wikidataId/Q2238993,17108.0,,,,,,,,,,,,,,,,Kutiyana,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2238993,wikidataId/Q2238993,IND,India
205,wikidataId/Q2239007,,,,,41492.0,,,,,,,,,,,,Kodinar,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2239007,wikidataId/Q2239007,IND,India
206,wikidataId/Q2240915,,,,,36954.0,,,,,,,,,,,,Lunavada,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2240915,wikidataId/Q2240915,IND,India
207,wikidataId/Q2241562,,,,,106289.0,,,,,,,,,,,,Macharla,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2241562,wikidataId/Q2241562,IND,India
208,wikidataId/Q2245536,,,,,16892.0,,,,,,,,,,,,Khed,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2245536,wikidataId/Q2245536,IND,India
209,wikidataId/Q2247454,,,,,46660.0,,,,,,,,,,,,Padra,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2247454,wikidataId/Q2247454,IND,India
210,wikidataId/Q2249428,,,,,126389.0,,,,,,,,,,,,Tinsukia,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2249428,wikidataId/Q2249428,IND,India
211,wikidataId/Q2251785,24857.0,,,,,,,,,,,,,,,,Kalavad,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2251785,wikidataId/Q2251785,IND,India
212,wikidataId/Q228405,,,,,1017865.0,,,,,,,,,,,,Madurai,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q228405,wikidataId/Q228405,IND,India
213,wikidataId/Q2286929,,,,,39281.0,,,,,,,,,,,,Jogbani,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2286929,wikidataId/Q2286929,IND,India
214,wikidataId/Q2287264,,,,,116541.0,,,,,,,,,,,,Titagarh,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2287264,wikidataId/Q2287264,IND,India
215,wikidataId/Q2290801,,,,,57583.0,,,,,,,,,,,,Kaghaznagar,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2290801,wikidataId/Q2290801,IND,India
216,wikidataId/Q2295886,,,,,30405.0,,,,,,,,,,,,Karjan,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2295886,wikidataId/Q2295886,IND,India
217,wikidataId/Q22997102,,,,,11380.0,,,,,,,,,,,,Bagha Kusmar,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q22997102,wikidataId/Q22997102,IND,India
218,wikidataId/Q2301731,,,,,46023.0,,,,,,,,,,,,Nawanshahr,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2301731,wikidataId/Q2301731,IND,India
219,wikidataId/Q2304045,,,,,183682.0,,,,,,,,,,,,Raiganj,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2304045,wikidataId/Q2304045,IND,India
220,wikidataId/Q23043347,,,,,8341.0,,,,,,,,,,,,Alipura,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q23043347,wikidataId/Q23043347,IND,India
221,wikidataId/Q230818,,,,,30870.0,,,,,,,,,,,,Leh,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q230818,wikidataId/Q230818,IND,India
222,wikidataId/Q2317215,,,,,159147.0,,,,,,,,,,,,Uttarpara Kotrung,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2317215,wikidataId/Q2317215,IND,India
223,wikidataId/Q2318208,,,,,132806.0,,,,,,,,,,,,North Barrackpur,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2318208,wikidataId/Q2318208,IND,India
224,wikidataId/Q2318927,,,,,232290.0,,,,,,,,,,,,Uluberia,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2318927,wikidataId/Q2318927,IND,India
225,wikidataId/Q2320097,,,,,67648.0,,,,,,,,,,,,Modasa,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2320097,wikidataId/Q2320097,IND,India
226,wikidataId/Q2321929,,,,,71292.0,,,,,,,,,,,,Sopore,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2321929,wikidataId/Q2321929,IND,India
227,wikidataId/Q2336339,,,,,108171.0,,,,,,,,,,,,Tadipatri,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2336339,wikidataId/Q2336339,IND,India
228,wikidataId/Q2336443,,,,,52883.0,,,,,,,,,,,,Tiruvalla,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2336443,wikidataId/Q2336443,IND,India
229,wikidataId/Q234056,,,,,115283.0,,,,,,,,,,,,Kohima,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q234056,wikidataId/Q234056,IND,India
230,wikidataId/Q2341421,,,,,49308.0,,,,,,,,,,,,Kapadvanj,10.0,{2001:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,wikidataId/Q2341421,wikidataId/Q2341421,IND,India
